uf,tipo_doenca,local_obito,faixa_etaria,sexo,total,uf_int,tipo_doenca_int,local_obito_int,faixa_etaria_int,sexo_int
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,7,11,3,1,3,0
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,5,11,3,1,3,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,3,11,3,2,3,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,30 - 39,M,3,11,3,4,3,1
MS,PNEUMONIA,DOMICILIO,30 - 39,M,2,11,4,0,3,1
MS,PNEUMONIA,HOSPITAL,30 - 39,F,24,11,4,1,3,0
MS,PNEUMONIA,HOSPITAL,30 - 39,M,38,11,4,1,3,1
MS,SEPTICEMIA,HOSPITAL,30 - 39,F,25,11,5,1,3,0
MS,SEPTICEMIA,HOSPITAL,30 - 39,M,39,11,5,1,3,1
MS,SRAG,DOMICILIO,30 - 39,M,1,11,6,0,3,1
MS,SRAG,HOSPITAL,30 - 39,M,1,11,6,1,3,1
MT,OUTRAS,DOMICILIO,30 - 39,F,12,12,0,0,3,0
MT,OUTRAS,DOMICILIO,30 - 39,M,35,12,0,0,3,1
MT,OUTRAS,HOSPITAL,30 - 39,F,50,12,0,1,3,0
MT,OUTRAS,HOSPITAL,30 - 39,M,81,12,0,1,3,1
MT,OUTRAS,IGNORADO,30 - 39,F,35,12,0,5,3,0
MT,OUTRAS,IGNORADO,30 - 39,M,106,12,0,5,3,1
MT,OUTRAS,OUTRO,30 - 39,F,10,12,0,2,3,0
MT,OUTRAS,OUTRO,30 - 39,M,17,12,0,2,3,1
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,1,12,0,3,3,1
MT,OUTRAS,VIA_PUBLICA,30 - 39,F,2,12,0,4,3,0
MT,OUTRAS,VIA_PUBLICA,30 - 39,M,32,12,0,4,3,1
MT,COVID,HOSPITAL,30 - 39,F,3,12,1,1,3,0
MT,COVID,HOSPITAL,30 - 39,M,1,12,1,1,3,1
MT,COVID,IGNORADO,30 - 39,M,1,12,1,5,3,1
MT,INDETERMINADA,IGNORADO,30 - 39,M,3,12,2,5,3,1
MT,INDETERMINADA,OUTRO,30 - 39,M,2,12,2,2,3,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,1,12,3,0,3,1
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,9,12,3,1,3,0
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,9,12,3,1,3,1
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,30 - 39,F,4,12,3,5,3,0
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,30 - 39,M,4,12,3,5,3,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,F,1,12,3,2,3,0
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,6,12,3,2,3,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,2,12,3,3,3,0
MT,PNEUMONIA,HOSPITAL,30 - 39,F,17,12,4,1,3,0
MT,PNEUMONIA,HOSPITAL,30 - 39,M,26,12,4,1,3,1
MT,PNEUMONIA,IGNORADO,30 - 39,F,7,12,4,5,3,0
MT,PNEUMONIA,IGNORADO,30 - 39,M,16,12,4,5,3,1
MT,PNEUMONIA,OUTRO,30 - 39,M,3,12,4,2,3,1
MT,PNEUMONIA,VIA_PUBLICA,30 - 39,M,1,12,4,4,3,1
MT,SEPTICEMIA,HOSPITAL,30 - 39,F,21,12,5,1,3,0
MT,SEPTICEMIA,HOSPITAL,30 - 39,M,24,12,5,1,3,1
MT,SEPTICEMIA,IGNORADO,30 - 39,F,10,12,5,5,3,0
MT,SEPTICEMIA,IGNORADO,30 - 39,M,11,12,5,5,3,1
MT,SEPTICEMIA,OUTRO,30 - 39,F,1,12,5,2,3,0
MT,SEPTICEMIA,OUTRO,30 - 39,M,2,12,5,2,3,1
MT,SRAG,HOSPITAL,30 - 39,F,1,12,6,1,3,0
MT,SRAG,OUTRO,30 - 39,F,1,12,6,2,3,0
PA,OUTRAS,DOMICILIO,30 - 39,F,42,13,0,0,3,0
PA,OUTRAS,DOMICILIO,30 - 39,M,101,13,0,0,3,1
PA,OUTRAS,HOSPITAL,30 - 39,F,141,13,0,1,3,0
PA,OUTRAS,HOSPITAL,30 - 39,M,172,13,0,1,3,1
PA,OUTRAS,IGNORADO,30 - 39,F,1,13,0,5,3,0
PA,OUTRAS,IGNORADO,30 - 39,M,7,13,0,5,3,1
PA,OUTRAS,OUTRO,30 - 39,F,11,13,0,2,3,0
PA,OUTRAS,OUTRO,30 - 39,M,39,13,0,2,3,1
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,7,13,0,3,3,0
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,27,13,0,3,3,1
PA,OUTRAS,VIA_PUBLICA,30 - 39,F,10,13,0,4,3,0
PA,OUTRAS,VIA_PUBLICA,30 - 39,M,80,13,0,4,3,1
PA,COVID,HOSPITAL,30 - 39,F,4,13,1,1,3,0
PA,COVID,HOSPITAL,30 - 39,M,2,13,1,1,3,1
PA,COVID,OUTROS_SERVICOS_SAUDE,30 - 39,M,1,13,1,3,3,1
PA,INDETERMINADA,DOMICILIO,30 - 39,F,3,13,2,0,3,0
PA,INDETERMINADA,DOMICILIO,30 - 39,M,2,13,2,0,3,1
PA,INDETERMINADA,OUTRO,30 - 39,F,1,13,2,2,3,0
PA,INDETERMINADA,OUTRO,30 - 39,M,5,13,2,2,3,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,F,3,13,3,0,3,0
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,5,13,3,0,3,1
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,41,13,3,1,3,0
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,42,13,3,1,3,1
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,30 - 39,M,1,13,3,5,3,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,F,3,13,3,2,3,0
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,2,13,3,2,3,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,6,13,3,3,3,0
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,6,13,3,3,3,1
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,30 - 39,F,1,13,3,4,3,0
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,30 - 39,M,1,13,3,4,3,1
PA,PNEUMONIA,DOMICILIO,30 - 39,F,2,13,4,0,3,0
PA,PNEUMONIA,DOMICILIO,30 - 39,M,2,13,4,0,3,1
PA,PNEUMONIA,HOSPITAL,30 - 39,F,49,13,4,1,3,0
PA,PNEUMONIA,HOSPITAL,30 - 39,M,65,13,4,1,3,1
PA,PNEUMONIA,OUTRO,30 - 39,M,1,13,4,2,3,1
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,3,13,4,3,3,0
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,10,13,4,3,3,1
PA,PNEUMONIA,VIA_PUBLICA,30 - 39,F,1,13,4,4,3,0
PA,PNEUMONIA,VIA_PUBLICA,30 - 39,M,1,13,4,4,3,1
PA,SEPTICEMIA,DOMICILIO,30 - 39,F,3,13,5,0,3,0
PA,SEPTICEMIA,DOMICILIO,30 - 39,M,5,13,5,0,3,1
PA,SEPTICEMIA,HOSPITAL,30 - 39,F,54,13,5,1,3,0
PA,SEPTICEMIA,HOSPITAL,30 - 39,M,78,13,5,1,3,1
PA,SEPTICEMIA,OUTRO,30 - 39,F,1,13,5,2,3,0
PA,SEPTICEMIA,OUTRO,30 - 39,M,2,13,5,2,3,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,7,13,5,3,3,0
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,8,13,5,3,3,1
PA,SRAG,DOMICILIO,30 - 39,M,1,13,6,0,3,1
PA,SRAG,HOSPITAL,30 - 39,F,1,13,6,1,3,0
PA,SRAG,HOSPITAL,30 - 39,M,2,13,6,1,3,1
PB,OUTRAS,DOMICILIO,30 - 39,F,26,14,0,0,3,0
PB,OUTRAS,DOMICILIO,30 - 39,M,84,14,0,0,3,1
PB,OUTRAS,HOSPITAL,30 - 39,F,85,14,0,1,3,0
PB,OUTRAS,HOSPITAL,30 - 39,M,136,14,0,1,3,1
PB,OUTRAS,OUTRO,30 - 39,F,7,14,0,2,3,0
PB,OUTRAS,OUTRO,30 - 39,M,21,14,0,2,3,1
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,1,14,0,3,3,0
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,8,14,0,3,3,1
PB,OUTRAS,VIA_PUBLICA,30 - 39,F,4,14,0,4,3,0
PB,OUTRAS,VIA_PUBLICA,30 - 39,M,33,14,0,4,3,1
PB,COVID,HOSPITAL,30 - 39,F,1,14,1,1,3,0
PB,COVID,HOSPITAL,30 - 39,M,1,14,1,1,3,1
PB,INDETERMINADA,DOMICILIO,30 - 39,M,2,14,2,0,3,1
PB,INDETERMINADA,HOSPITAL,30 - 39,F,1,14,2,1,3,0
PB,INDETERMINADA,HOSPITAL,30 - 39,M,1,14,2,1,3,1
PB,INDETERMINADA,OUTRO,30 - 39,M,1,14,2,2,3,1
PB,INDETERMINADA,VIA_PUBLICA,30 - 39,M,2,14,2,4,3,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,F,2,14,3,0,3,0
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,6,14,3,0,3,1
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,16,14,3,1,3,0
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,17,14,3,1,3,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,1,14,3,2,3,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,1,14,3,3,3,0
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,3,14,3,3,3,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,30 - 39,M,1,14,3,4,3,1
PB,PNEUMONIA,DOMICILIO,30 - 39,F,3,14,4,0,3,0
PB,PNEUMONIA,DOMICILIO,30 - 39,M,6,14,4,0,3,1
PB,PNEUMONIA,HOSPITAL,30 - 39,F,26,14,4,1,3,0
PB,PNEUMONIA,HOSPITAL,30 - 39,M,46,14,4,1,3,1
PB,SEPTICEMIA,DOMICILIO,30 - 39,F,2,14,5,0,3,0
PB,SEPTICEMIA,DOMICILIO,30 - 39,M,5,14,5,0,3,1
PB,SEPTICEMIA,HOSPITAL,30 - 39,F,30,14,5,1,3,0
PB,SEPTICEMIA,HOSPITAL,30 - 39,M,57,14,5,1,3,1
PB,SEPTICEMIA,OUTRO,30 - 39,F,1,14,5,2,3,0
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,1,14,5,3,3,0
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,1,14,5,3,3,1
PB,SRAG,HOSPITAL,30 - 39,F,3,14,6,1,3,0
PB,SRAG,HOSPITAL,30 - 39,M,2,14,6,1,3,1
PE,OUTRAS,DOMICILIO,30 - 39,F,62,15,0,0,3,0
PE,OUTRAS,DOMICILIO,30 - 39,M,161,15,0,0,3,1
PE,OUTRAS,HOSPITAL,30 - 39,F,245,15,0,1,3,0
PE,OUTRAS,HOSPITAL,30 - 39,M,354,15,0,1,3,1
PE,OUTRAS,IGNORADO,30 - 39,F,5,15,0,5,3,0
PE,OUTRAS,IGNORADO,30 - 39,M,22,15,0,5,3,1
PE,OUTRAS,OUTRO,30 - 39,F,12,15,0,2,3,0
PE,OUTRAS,OUTRO,30 - 39,M,82,15,0,2,3,1
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,20,15,0,3,3,0
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,34,15,0,3,3,1
PE,OUTRAS,VIA_PUBLICA,30 - 39,F,18,15,0,4,3,0
PE,OUTRAS,VIA_PUBLICA,30 - 39,M,161,15,0,4,3,1
PE,COVID,HOSPITAL,30 - 39,M,2,15,1,1,3,1
PE,INDETERMINADA,DOMICILIO,30 - 39,M,6,15,2,0,3,1
PE,INDETERMINADA,HOSPITAL,30 - 39,F,3,15,2,1,3,0
PE,INDETERMINADA,HOSPITAL,30 - 39,M,3,15,2,1,3,1
PE,INDETERMINADA,OUTRO,30 - 39,M,4,15,2,2,3,1
PE,INDETERMINADA,VIA_PUBLICA,30 - 39,M,3,15,2,4,3,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,F,5,15,3,0,3,0
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,8,15,3,0,3,1
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,50,15,3,1,3,0
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,33,15,3,1,3,1
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,30 - 39,M,2,15,3,5,3,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,1,15,3,2,3,1
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,4,15,3,3,3,0
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,4,15,3,3,3,1
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,30 - 39,M,1,15,3,4,3,1
PE,PNEUMONIA,DOMICILIO,30 - 39,F,2,15,4,0,3,0
PE,PNEUMONIA,DOMICILIO,30 - 39,M,4,15,4,0,3,1
PE,PNEUMONIA,HOSPITAL,30 - 39,F,44,15,4,1,3,0
PE,PNEUMONIA,HOSPITAL,30 - 39,M,77,15,4,1,3,1
PE,PNEUMONIA,OUTRO,30 - 39,M,1,15,4,2,3,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,2,15,4,3,3,0
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,2,15,4,3,3,1
PE,PNEUMONIA,VIA_PUBLICA,30 - 39,M,1,15,4,4,3,1
PE,SEPTICEMIA,DOMICILIO,30 - 39,F,5,15,5,0,3,0
PE,SEPTICEMIA,DOMICILIO,30 - 39,M,5,15,5,0,3,1
PE,SEPTICEMIA,HOSPITAL,30 - 39,F,116,15,5,1,3,0
PE,SEPTICEMIA,HOSPITAL,30 - 39,M,168,15,5,1,3,1
PE,SEPTICEMIA,IGNORADO,30 - 39,F,1,15,5,5,3,0
PE,SEPTICEMIA,IGNORADO,30 - 39,M,1,15,5,5,3,1
PE,SEPTICEMIA,OUTRO,30 - 39,M,1,15,5,2,3,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,1,15,5,3,3,1
PE,SEPTICEMIA,VIA_PUBLICA,30 - 39,M,1,15,5,4,3,1
PE,SRAG,DOMICILIO,30 - 39,F,1,15,6,0,3,0
PE,SRAG,HOSPITAL,30 - 39,F,3,15,6,1,3,0
PE,SRAG,HOSPITAL,30 - 39,M,2,15,6,1,3,1
PI,OUTRAS,AMBULANCIA,30 - 39,M,1,16,0,7,3,1
PI,OUTRAS,DOMICILIO,30 - 39,F,35,16,0,0,3,0
PI,OUTRAS,DOMICILIO,30 - 39,M,45,16,0,0,3,1
PI,OUTRAS,HOSPITAL,30 - 39,F,54,16,0,1,3,0
PI,OUTRAS,HOSPITAL,30 - 39,M,59,16,0,1,3,1
PI,OUTRAS,OUTRO,30 - 39,F,2,16,0,2,3,0
PI,OUTRAS,OUTRO,30 - 39,M,7,16,0,2,3,1
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,4,16,0,3,3,0
PI,OUTRAS,VIA_PUBLICA,30 - 39,F,2,16,0,4,3,0
PI,OUTRAS,VIA_PUBLICA,30 - 39,M,17,16,0,4,3,1
PI,COVID,HOSPITAL,30 - 39,M,1,16,1,1,3,1
PI,INDETERMINADA,DOMICILIO,30 - 39,M,1,16,2,0,3,1
PI,INDETERMINADA,HOSPITAL,30 - 39,M,1,16,2,1,3,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,F,2,16,3,0,3,0
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,5,16,3,0,3,1
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,8,16,3,1,3,0
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,20,16,3,1,3,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,1,16,3,2,3,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,1,16,3,3,3,0
PI,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,30 - 39,M,1,16,3,6,3,1
PI,PNEUMONIA,DOMICILIO,30 - 39,F,3,16,4,0,3,0
PI,PNEUMONIA,DOMICILIO,30 - 39,M,4,16,4,0,3,1
PI,PNEUMONIA,HOSPITAL,30 - 39,F,15,16,4,1,3,0
PI,PNEUMONIA,HOSPITAL,30 - 39,M,29,16,4,1,3,1
PI,PNEUMONIA,OUTRO,30 - 39,M,1,16,4,2,3,1
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,1,16,4,3,3,1
PI,SEPTICEMIA,DOMICILIO,30 - 39,M,2,16,5,0,3,1
PI,SEPTICEMIA,HOSPITAL,30 - 39,F,29,16,5,1,3,0
PI,SEPTICEMIA,HOSPITAL,30 - 39,M,34,16,5,1,3,1
PI,SRAG,HOSPITAL,30 - 39,F,2,16,6,1,3,0
PI,SRAG,HOSPITAL,30 - 39,M,1,16,6,1,3,1
PR,OUTRAS,DOMICILIO,30 - 39,F,81,17,0,0,3,0
PR,OUTRAS,DOMICILIO,30 - 39,M,176,17,0,0,3,1
PR,OUTRAS,HOSPITAL,30 - 39,F,282,17,0,1,3,0
PR,OUTRAS,HOSPITAL,30 - 39,M,339,17,0,1,3,1
PR,OUTRAS,IGNORADO,30 - 39,F,4,17,0,5,3,0
PR,OUTRAS,IGNORADO,30 - 39,M,4,17,0,5,3,1
PR,OUTRAS,OUTRO,30 - 39,F,22,17,0,2,3,0
PR,OUTRAS,OUTRO,30 - 39,M,109,17,0,2,3,1
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,15,17,0,3,3,0
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,27,17,0,3,3,1
PR,OUTRAS,VIA_PUBLICA,30 - 39,F,19,17,0,4,3,0
PR,OUTRAS,VIA_PUBLICA,30 - 39,M,164,17,0,4,3,1
PR,COVID,DOMICILIO,30 - 39,F,1,17,1,0,3,0
PR,COVID,HOSPITAL,30 - 39,F,1,17,1,1,3,0
PR,COVID,HOSPITAL,30 - 39,M,8,17,1,1,3,1
PR,INDETERMINADA,DOMICILIO,30 - 39,F,3,17,2,0,3,0
PR,INDETERMINADA,DOMICILIO,30 - 39,M,12,17,2,0,3,1
PR,INDETERMINADA,HOSPITAL,30 - 39,M,2,17,2,1,3,1
PR,INDETERMINADA,OUTRO,30 - 39,M,3,17,2,2,3,1
PR,INDETERMINADA,VIA_PUBLICA,30 - 39,M,1,17,2,4,3,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,F,2,17,3,0,3,0
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,9,17,3,0,3,1
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,32,17,3,1,3,0
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,31,17,3,1,3,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,2,17,3,2,3,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,3,17,3,3,3,0
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,3,17,3,3,3,1
PR,PNEUMONIA,DOMICILIO,30 - 39,F,3,17,4,0,3,0
PR,PNEUMONIA,DOMICILIO,30 - 39,M,5,17,4,0,3,1
PR,PNEUMONIA,HOSPITAL,30 - 39,F,76,17,4,1,3,0
PR,PNEUMONIA,HOSPITAL,30 - 39,M,119,17,4,1,3,1
PR,PNEUMONIA,OUTRO,30 - 39,F,1,17,4,2,3,0
PR,PNEUMONIA,OUTRO,30 - 39,M,1,17,4,2,3,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,1,17,4,3,3,0
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,3,17,4,3,3,1
PR,SEPTICEMIA,DOMICILIO,30 - 39,M,2,17,5,0,3,1
PR,SEPTICEMIA,HOSPITAL,30 - 39,F,104,17,5,1,3,0
PR,SEPTICEMIA,HOSPITAL,30 - 39,M,152,17,5,1,3,1
PR,SEPTICEMIA,OUTRO,30 - 39,M,2,17,5,2,3,1
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,3,17,5,3,3,1
PR,SEPTICEMIA,VIA_PUBLICA,30 - 39,M,1,17,5,4,3,1
PR,SRAG,HOSPITAL,30 - 39,F,3,17,6,1,3,0
PR,SRAG,HOSPITAL,30 - 39,M,8,17,6,1,3,1
PR,SRAG,OUTROS_SERVICOS_SAUDE,30 - 39,F,1,17,6,3,3,0
RJ,OUTRAS,DOMICILIO,30 - 39,F,110,18,0,0,3,0
RJ,OUTRAS,DOMICILIO,30 - 39,M,221,18,0,0,3,1
RJ,OUTRAS,HOSPITAL,30 - 39,F,469,18,0,1,3,0
RJ,OUTRAS,HOSPITAL,30 - 39,M,603,18,0,1,3,1
RJ,OUTRAS,IGNORADO,30 - 39,F,1,18,0,5,3,0
RJ,OUTRAS,IGNORADO,30 - 39,M,4,18,0,5,3,1
RJ,OUTRAS,OUTRO,30 - 39,F,30,18,0,2,3,0
RJ,OUTRAS,OUTRO,30 - 39,M,117,18,0,2,3,1
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,88,18,0,3,3,0
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,172,18,0,3,3,1
RJ,OUTRAS,VIA_PUBLICA,30 - 39,F,15,18,0,4,3,0
RJ,OUTRAS,VIA_PUBLICA,30 - 39,M,117,18,0,4,3,1
RJ,COVID,HOSPITAL,30 - 39,F,3,18,1,1,3,0
RJ,COVID,HOSPITAL,30 - 39,M,4,18,1,1,3,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,30 - 39,M,2,18,1,3,3,1
RJ,INDETERMINADA,DOMICILIO,30 - 39,F,7,18,2,0,3,0
RJ,INDETERMINADA,DOMICILIO,30 - 39,M,9,18,2,0,3,1
RJ,INDETERMINADA,HOSPITAL,30 - 39,F,5,18,2,1,3,0
RJ,INDETERMINADA,HOSPITAL,30 - 39,M,7,18,2,1,3,1
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,30 - 39,F,4,18,2,3,3,0
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,30 - 39,M,4,18,2,3,3,1
RJ,INDETERMINADA,VIA_PUBLICA,30 - 39,M,2,18,2,4,3,1
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,F,12,18,3,0,3,0
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,30 - 39,M,12,18,3,0,3,1
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,F,64,18,3,1,3,0
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,30 - 39,M,66,18,3,1,3,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,F,1,18,3,2,3,0
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,30 - 39,M,1,18,3,2,3,1
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,12,18,3,3,3,0
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,17,18,3,3,3,1
RJ,PNEUMONIA,DOMICILIO,30 - 39,F,5,18,4,0,3,0
RJ,PNEUMONIA,DOMICILIO,30 - 39,M,10,18,4,0,3,1
RJ,PNEUMONIA,HOSPITAL,30 - 39,F,118,18,4,1,3,0
RJ,PNEUMONIA,HOSPITAL,30 - 39,M,210,18,4,1,3,1
RJ,PNEUMONIA,IGNORADO,30 - 39,F,1,18,4,5,3,0
RJ,PNEUMONIA,OUTRO,30 - 39,F,1,18,4,2,3,0
RJ,PNEUMONIA,OUTRO,30 - 39,M,6,18,4,2,3,1
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,21,18,4,3,3,0
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,34,18,4,3,3,1
RJ,PNEUMONIA,VIA_PUBLICA,30 - 39,F,1,18,4,4,3,0
RJ,SEPTICEMIA,HOSPITAL,30 - 39,F,181,18,5,1,3,0
RJ,SEPTICEMIA,HOSPITAL,30 - 39,M,204,18,5,1,3,1
RJ,SEPTICEMIA,IGNORADO,30 - 39,F,1,18,5,5,3,0
RJ,SEPTICEMIA,IGNORADO,30 - 39,M,3,18,5,5,3,1
RJ,SEPTICEMIA,OUTRO,30 - 39,M,1,18,5,2,3,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,F,19,18,5,3,3,0
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,30 - 39,M,29,18,5,3,3,1
RJ,SRAG,HOSPITAL,30 - 39,F,3,18,6,1,3,0
RJ,SRAG,HOSPITAL,30 - 39,M,5,18,6,1,3,1
RN,OUTRAS,DOMICILIO,30 - 39,F,11,19,0,0,3,0
RN,OUTRAS,DOMICILIO,30 - 39,M,53,19,0,0,3,1
RN,OUTRAS,HOSPITAL,30 - 39,F,66,19,0,1,3,0
RN,OUTRAS,HOSPITAL,30 - 39,M,91,19,0,1,3,1
RN,OUTRAS,IGNORADO,30 - 39,M,2,19,0,5,3,1
RN,OUTRAS,OUTRO,30 - 39,F,3,19,0,2,3,0
RN,OUTRAS,OUTRO,30 - 39,M,12,19,0,2,3,1
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,F,4,19,0,3,3,0
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,30 - 39,M,11,19,0,3,3,1
RN,OUTRAS,VIA_PUBLICA,30 - 39,F,2,19,0,4,3,0
RN,OUTRAS,VIA_PUBLICA,30 - 39,M,27,19,0,4,3,1
RN,COVID,HOSPITAL,30 - 39,F,1,19,1,1,3,0
RN,COVID,OUTROS_SERVICOS_SAUDE,30 - 39,M,1,19,1,3,3,1
RN,INDETERMINADA,HOSPITAL,30 - 39,F,3,19,2,1,3,0
RN,INDETERMINADA,HOSPITAL,30 - 39,M,1,19,2,1,3,1
