uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
GO,PNEUMONIA,OUTRO,"40 - 49",F,1
GO,PNEUMONIA,OUTRO,"40 - 49",M,5
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,14
GO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,31
GO,SEPTICEMIA,DOMICILIO,"40 - 49",F,5
GO,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
GO,SEPTICEMIA,HOSPITAL,"40 - 49",F,118
GO,SEPTICEMIA,HOSPITAL,"40 - 49",M,138
GO,SEPTICEMIA,IGNORADO,"40 - 49",F,3
GO,SEPTICEMIA,IGNORADO,"40 - 49",M,4
GO,SEPTICEMIA,OUTRO,"40 - 49",M,1
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,14
GO,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,22
GO,SRAG,HOSPITAL,"40 - 49",F,2
GO,SRAG,HOSPITAL,"40 - 49",M,4
GO,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
MA,OUTRAS,DOMICILIO,"40 - 49",F,62
MA,OUTRAS,DOMICILIO,"40 - 49",M,120
MA,OUTRAS,HOSPITAL,"40 - 49",F,248
MA,OUTRAS,HOSPITAL,"40 - 49",M,311
MA,OUTRAS,IGNORADO,"40 - 49",F,3
MA,OUTRAS,IGNORADO,"40 - 49",M,8
MA,OUTRAS,OUTRO,"40 - 49",F,17
MA,OUTRAS,OUTRO,"40 - 49",M,53
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
MA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
MA,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
MA,OUTRAS,VIA_PUBLICA,"40 - 49",F,6
MA,OUTRAS,VIA_PUBLICA,"40 - 49",M,36
MA,COVID,HOSPITAL,"40 - 49",F,1
MA,COVID,HOSPITAL,"40 - 49",M,1
MA,COVID,OUTRO,"40 - 49",M,2
MA,INDETERMINADA,DOMICILIO,"40 - 49",F,1
MA,INDETERMINADA,DOMICILIO,"40 - 49",M,6
MA,INDETERMINADA,HOSPITAL,"40 - 49",F,2
MA,INDETERMINADA,HOSPITAL,"40 - 49",M,3
MA,INDETERMINADA,IGNORADO,"40 - 49",M,1
MA,INDETERMINADA,OUTRO,"40 - 49",F,1
MA,INDETERMINADA,OUTRO,"40 - 49",M,4
MA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MA,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"40 - 49",F,1
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,8
MA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,7
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,53
MA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,67
MA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,4
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
MA,PNEUMONIA,DOMICILIO,"40 - 49",F,4
MA,PNEUMONIA,DOMICILIO,"40 - 49",M,4
MA,PNEUMONIA,HOSPITAL,"40 - 49",F,78
MA,PNEUMONIA,HOSPITAL,"40 - 49",M,90
MA,PNEUMONIA,IGNORADO,"40 - 49",M,3
MA,PNEUMONIA,OUTRO,"40 - 49",F,1
MA,PNEUMONIA,OUTRO,"40 - 49",M,1
MA,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
MA,SEPTICEMIA,DOMICILIO,"40 - 49",M,7
MA,SEPTICEMIA,HOSPITAL,"40 - 49",F,84
MA,SEPTICEMIA,HOSPITAL,"40 - 49",M,79
MA,SEPTICEMIA,IGNORADO,"40 - 49",M,2
MA,SEPTICEMIA,OUTRO,"40 - 49",F,4
MA,SEPTICEMIA,OUTRO,"40 - 49",M,5
MA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MA,SRAG,DOMICILIO,"40 - 49",M,1
MA,SRAG,HOSPITAL,"40 - 49",F,6
MA,SRAG,HOSPITAL,"40 - 49",M,1
MG,OUTRAS,DOMICILIO,"40 - 49",F,361
MG,OUTRAS,DOMICILIO,"40 - 49",I,1
MG,OUTRAS,DOMICILIO,"40 - 49",M,778
MG,OUTRAS,HOSPITAL,"40 - 49",F,974
MG,OUTRAS,HOSPITAL,"40 - 49",I,1
MG,OUTRAS,HOSPITAL,"40 - 49",M,1218
MG,OUTRAS,IGNORADO,"40 - 49",F,19
MG,OUTRAS,IGNORADO,"40 - 49",I,7
MG,OUTRAS,IGNORADO,"40 - 49",M,39
MG,OUTRAS,OUTRO,"40 - 49",F,44
MG,OUTRAS,OUTRO,"40 - 49",M,180
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,110
MG,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,169
MG,OUTRAS,VIA_PUBLICA,"40 - 49",F,29
MG,OUTRAS,VIA_PUBLICA,"40 - 49",M,181
MG,COVID,DOMICILIO,"40 - 49",M,1
MG,COVID,HOSPITAL,"40 - 49",F,10
MG,COVID,HOSPITAL,"40 - 49",M,7
MG,INDETERMINADA,DOMICILIO,"40 - 49",F,13
MG,INDETERMINADA,DOMICILIO,"40 - 49",M,61
MG,INDETERMINADA,HOSPITAL,"40 - 49",F,13
MG,INDETERMINADA,HOSPITAL,"40 - 49",M,16
MG,INDETERMINADA,IGNORADO,"40 - 49",I,1
MG,INDETERMINADA,IGNORADO,"40 - 49",M,1
MG,INDETERMINADA,OUTRO,"40 - 49",F,3
MG,INDETERMINADA,OUTRO,"40 - 49",M,12
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MG,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,9
MG,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,2
MG,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,12
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,20
MG,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,27
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,166
MG,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,184
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",I,1
MG,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",I,1
MG,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,7
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,20
MG,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,24
MG,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
MG,PNEUMONIA,DOMICILIO,"40 - 49",F,4
MG,PNEUMONIA,DOMICILIO,"40 - 49",M,17
MG,PNEUMONIA,HOSPITAL,"40 - 49",F,253
MG,PNEUMONIA,HOSPITAL,"40 - 49",M,407
MG,PNEUMONIA,IGNORADO,"40 - 49",F,5
MG,PNEUMONIA,IGNORADO,"40 - 49",M,3
MG,PNEUMONIA,OUTRO,"40 - 49",F,1
MG,PNEUMONIA,OUTRO,"40 - 49",M,7
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,15
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,24
MG,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,3
MG,SEPTICEMIA,DOMICILIO,"40 - 49",F,2
MG,SEPTICEMIA,DOMICILIO,"40 - 49",M,4
MG,SEPTICEMIA,HOSPITAL,"40 - 49",F,405
MG,SEPTICEMIA,HOSPITAL,"40 - 49",M,528
MG,SEPTICEMIA,IGNORADO,"40 - 49",F,5
MG,SEPTICEMIA,IGNORADO,"40 - 49",M,5
MG,SEPTICEMIA,OUTRO,"40 - 49",F,3
MG,SEPTICEMIA,OUTRO,"40 - 49",M,2
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,20
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,16
MG,SRAG,HOSPITAL,"40 - 49",F,8
MG,SRAG,HOSPITAL,"40 - 49",M,11
MG,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MS,OUTRAS,DOMICILIO,"40 - 49",F,46
MS,OUTRAS,DOMICILIO,"40 - 49",M,88
MS,OUTRAS,HOSPITAL,"40 - 49",F,135
MS,OUTRAS,HOSPITAL,"40 - 49",M,153
MS,OUTRAS,OUTRO,"40 - 49",F,5
MS,OUTRAS,OUTRO,"40 - 49",M,24
MS,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
MS,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
MS,OUTRAS,VIA_PUBLICA,"40 - 49",M,27
MS,COVID,HOSPITAL,"40 - 49",F,3
MS,COVID,HOSPITAL,"40 - 49",M,4
MS,INDETERMINADA,DOMICILIO,"40 - 49",M,4
MS,INDETERMINADA,HOSPITAL,"40 - 49",F,3
MS,INDETERMINADA,HOSPITAL,"40 - 49",M,1
MS,INDETERMINADA,OUTRO,"40 - 49",M,1
MS,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
MS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,15
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,32
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,25
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
MS,PNEUMONIA,DOMICILIO,"40 - 49",F,2
MS,PNEUMONIA,DOMICILIO,"40 - 49",M,2
MS,PNEUMONIA,HOSPITAL,"40 - 49",F,62
MS,PNEUMONIA,HOSPITAL,"40 - 49",M,83
MS,PNEUMONIA,OUTRO,"40 - 49",M,1
MS,PNEUMONIA,POSTO_SAUDE,"40 - 49",M,1
MS,SEPTICEMIA,HOSPITAL,"40 - 49",F,67
MS,SEPTICEMIA,HOSPITAL,"40 - 49",M,61
MS,SEPTICEMIA,VIA_PUBLICA,"40 - 49",F,1
MS,SRAG,HOSPITAL,"40 - 49",F,2
MS,SRAG,HOSPITAL,"40 - 49",M,1
MT,OUTRAS,DOMICILIO,"40 - 49",F,30
MT,OUTRAS,DOMICILIO,"40 - 49",I,1
MT,OUTRAS,DOMICILIO,"40 - 49",M,72
MT,OUTRAS,HOSPITAL,"40 - 49",F,105
MT,OUTRAS,HOSPITAL,"40 - 49",I,1
MT,OUTRAS,HOSPITAL,"40 - 49",M,132
MT,OUTRAS,IGNORADO,"40 - 49",F,58
MT,OUTRAS,IGNORADO,"40 - 49",M,140
MT,OUTRAS,OUTRO,"40 - 49",F,20
MT,OUTRAS,OUTRO,"40 - 49",M,42
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
MT,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
MT,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
MT,OUTRAS,VIA_PUBLICA,"40 - 49",M,22
MT,COVID,HOSPITAL,"40 - 49",F,2
MT,COVID,HOSPITAL,"40 - 49",M,2
MT,COVID,IGNORADO,"40 - 49",F,1
MT,COVID,IGNORADO,"40 - 49",M,2
MT,COVID,OUTRO,"40 - 49",M,1
MT,INDETERMINADA,IGNORADO,"40 - 49",M,5
MT,INDETERMINADA,OUTRO,"40 - 49",M,4
MT,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,4
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,32
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,37
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,6
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,14
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,3
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,2
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MT,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
MT,PNEUMONIA,DOMICILIO,"40 - 49",F,1
MT,PNEUMONIA,DOMICILIO,"40 - 49",M,5
MT,PNEUMONIA,HOSPITAL,"40 - 49",F,39
MT,PNEUMONIA,HOSPITAL,"40 - 49",M,48
MT,PNEUMONIA,IGNORADO,"40 - 49",F,6
MT,PNEUMONIA,IGNORADO,"40 - 49",M,28
MT,PNEUMONIA,OUTRO,"40 - 49",F,4
MT,PNEUMONIA,OUTRO,"40 - 49",M,6
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
MT,SEPTICEMIA,HOSPITAL,"40 - 49",F,38
MT,SEPTICEMIA,HOSPITAL,"40 - 49",M,42
MT,SEPTICEMIA,IGNORADO,"40 - 49",F,23
MT,SEPTICEMIA,IGNORADO,"40 - 49",M,19
MT,SEPTICEMIA,OUTRO,"40 - 49",F,2
MT,SEPTICEMIA,OUTRO,"40 - 49",M,5
MT,SRAG,HOSPITAL,"40 - 49",M,2
PA,OUTRAS,DOMICILIO,"40 - 49",F,86
PA,OUTRAS,DOMICILIO,"40 - 49",M,149
PA,OUTRAS,HOSPITAL,"40 - 49",F,256
PA,OUTRAS,HOSPITAL,"40 - 49",M,323
PA,OUTRAS,IGNORADO,"40 - 49",F,1
PA,OUTRAS,IGNORADO,"40 - 49",M,11
PA,OUTRAS,OUTRO,"40 - 49",F,10
PA,OUTRAS,OUTRO,"40 - 49",M,74
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,26
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,45
PA,OUTRAS,VIA_PUBLICA,"40 - 49",F,13
PA,OUTRAS,VIA_PUBLICA,"40 - 49",M,70
PA,COVID,HOSPITAL,"40 - 49",F,4
PA,COVID,HOSPITAL,"40 - 49",M,3
PA,INDETERMINADA,DOMICILIO,"40 - 49",F,1
PA,INDETERMINADA,DOMICILIO,"40 - 49",M,4
PA,INDETERMINADA,OUTRO,"40 - 49",M,7
PA,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,3
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,12
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,9
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,67
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,77
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,4
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
PA,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
PA,PNEUMONIA,DOMICILIO,"40 - 49",F,6
PA,PNEUMONIA,DOMICILIO,"40 - 49",M,7
PA,PNEUMONIA,HOSPITAL,"40 - 49",F,108
PA,PNEUMONIA,HOSPITAL,"40 - 49",M,121
PA,PNEUMONIA,IGNORADO,"40 - 49",F,1
PA,PNEUMONIA,IGNORADO,"40 - 49",M,2
PA,PNEUMONIA,OUTRO,"40 - 49",F,1
PA,PNEUMONIA,OUTRO,"40 - 49",M,3
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,6
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,12
PA,SEPTICEMIA,DOMICILIO,"40 - 49",F,4
PA,SEPTICEMIA,DOMICILIO,"40 - 49",M,5
PA,SEPTICEMIA,HOSPITAL,"40 - 49",F,141
PA,SEPTICEMIA,HOSPITAL,"40 - 49",M,116
PA,SEPTICEMIA,IGNORADO,"40 - 49",F,1
PA,SEPTICEMIA,OUTRO,"40 - 49",F,3
PA,SEPTICEMIA,OUTRO,"40 - 49",M,3
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,7
PA,SEPTICEMIA,VIA_PUBLICA,"40 - 49",M,1
PA,SRAG,HOSPITAL,"40 - 49",F,4
PA,SRAG,HOSPITAL,"40 - 49",M,4
PB,OUTRAS,DOMICILIO,"40 - 49",F,60
PB,OUTRAS,DOMICILIO,"40 - 49",M,153
PB,OUTRAS,HOSPITAL,"40 - 49",F,181
PB,OUTRAS,HOSPITAL,"40 - 49",M,249
PB,OUTRAS,IGNORADO,"40 - 49",F,1
PB,OUTRAS,IGNORADO,"40 - 49",M,4
PB,OUTRAS,OUTRO,"40 - 49",F,3
PB,OUTRAS,OUTRO,"40 - 49",M,37
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,16
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,14
PB,OUTRAS,VIA_PUBLICA,"40 - 49",F,6
PB,OUTRAS,VIA_PUBLICA,"40 - 49",M,25
PB,COVID,HOSPITAL,"40 - 49",M,1
PB,INDETERMINADA,DOMICILIO,"40 - 49",F,4
PB,INDETERMINADA,DOMICILIO,"40 - 49",M,6
PB,INDETERMINADA,HOSPITAL,"40 - 49",M,3
PB,INDETERMINADA,OUTRO,"40 - 49",M,3
PB,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,9
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,49
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,48
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
PB,PNEUMONIA,DOMICILIO,"40 - 49",F,3
PB,PNEUMONIA,DOMICILIO,"40 - 49",M,7
PB,PNEUMONIA,HOSPITAL,"40 - 49",F,46
PB,PNEUMONIA,HOSPITAL,"40 - 49",M,77
PB,PNEUMONIA,OUTRO,"40 - 49",M,2
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,5
PB,SEPTICEMIA,DOMICILIO,"40 - 49",F,3
PB,SEPTICEMIA,DOMICILIO,"40 - 49",M,4
PB,SEPTICEMIA,HOSPITAL,"40 - 49",F,68
PB,SEPTICEMIA,HOSPITAL,"40 - 49",M,82
PB,SEPTICEMIA,OUTRO,"40 - 49",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
PB,SRAG,DOMICILIO,"40 - 49",M,1
PB,SRAG,HOSPITAL,"40 - 49",F,7
PB,SRAG,HOSPITAL,"40 - 49",M,4
PE,OUTRAS,AMBULANCIA,"40 - 49",M,1
PE,OUTRAS,DOMICILIO,"40 - 49",F,155
PE,OUTRAS,DOMICILIO,"40 - 49",M,340
PE,OUTRAS,HOSPITAL,"40 - 49",F,477
PE,OUTRAS,HOSPITAL,"40 - 49",M,659
PE,OUTRAS,IGNORADO,"40 - 49",F,8
PE,OUTRAS,IGNORADO,"40 - 49",M,26
PE,OUTRAS,OUTRO,"40 - 49",F,16
PE,OUTRAS,OUTRO,"40 - 49",M,92
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,42
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,80
PE,OUTRAS,VIA_PUBLICA,"40 - 49",F,26
PE,OUTRAS,VIA_PUBLICA,"40 - 49",M,175
PE,COVID,HOSPITAL,"40 - 49",F,4
PE,COVID,HOSPITAL,"40 - 49",M,3
PE,INDETERMINADA,DOMICILIO,"40 - 49",F,2
PE,INDETERMINADA,DOMICILIO,"40 - 49",M,14
PE,INDETERMINADA,HOSPITAL,"40 - 49",F,2
PE,INDETERMINADA,HOSPITAL,"40 - 49",M,4
PE,INDETERMINADA,IGNORADO,"40 - 49",M,2
PE,INDETERMINADA,OUTRO,"40 - 49",F,1
PE,INDETERMINADA,OUTRO,"40 - 49",M,11
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
PE,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,9
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,24
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,83
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,67
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,3
PE,PNEUMONIA,DOMICILIO,"40 - 49",F,3
PE,PNEUMONIA,DOMICILIO,"40 - 49",M,25
PE,PNEUMONIA,HOSPITAL,"40 - 49",F,88
PE,PNEUMONIA,HOSPITAL,"40 - 49",M,130
PE,PNEUMONIA,IGNORADO,"40 - 49",M,2
PE,PNEUMONIA,OUTRO,"40 - 49",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,6
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,11
PE,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
PE,SEPTICEMIA,DOMICILIO,"40 - 49",F,7
PE,SEPTICEMIA,DOMICILIO,"40 - 49",M,15
PE,SEPTICEMIA,HOSPITAL,"40 - 49",F,217
PE,SEPTICEMIA,HOSPITAL,"40 - 49",M,309
PE,SEPTICEMIA,IGNORADO,"40 - 49",M,4
PE,SEPTICEMIA,OUTRO,"40 - 49",F,1
PE,SEPTICEMIA,OUTRO,"40 - 49",M,2
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,7
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
PE,SEPTICEMIA,VIA_PUBLICA,"40 - 49",M,1
PE,SRAG,HOSPITAL,"40 - 49",F,2
PE,SRAG,HOSPITAL,"40 - 49",M,4
PE,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PI,OUTRAS,AMBULANCIA,"40 - 49",M,3
PI,OUTRAS,DOMICILIO,"40 - 49",F,46
PI,OUTRAS,DOMICILIO,"40 - 49",I,1
PI,OUTRAS,DOMICILIO,"40 - 49",M,108
PI,OUTRAS,HOSPITAL,"40 - 49",F,99
PI,OUTRAS,HOSPITAL,"40 - 49",M,148
PI,OUTRAS,OUTRO,"40 - 49",F,3
PI,OUTRAS,OUTRO,"40 - 49",M,18
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,6
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
PI,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
PI,OUTRAS,VIA_PUBLICA,"40 - 49",M,17
PI,COVID,HOSPITAL,"40 - 49",F,1
PI,COVID,OUTRO,"40 - 49",M,1
PI,INDETERMINADA,DOMICILIO,"40 - 49",M,2
PI,INDETERMINADA,HOSPITAL,"40 - 49",F,2
PI,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
PI,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"40 - 49",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,14
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,15
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,27
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,33
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,4
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
PI,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
PI,PNEUMONIA,DOMICILIO,"40 - 49",F,3
PI,PNEUMONIA,DOMICILIO,"40 - 49",M,4
PI,PNEUMONIA,HOSPITAL,"40 - 49",F,32
PI,PNEUMONIA,HOSPITAL,"40 - 49",M,57
PI,PNEUMONIA,OUTRO,"40 - 49",F,1
PI,PNEUMONIA,OUTRO,"40 - 49",M,1
PI,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
PI,SEPTICEMIA,DOMICILIO,"40 - 49",F,4
PI,SEPTICEMIA,DOMICILIO,"40 - 49",M,3
PI,SEPTICEMIA,HOSPITAL,"40 - 49",F,49
PI,SEPTICEMIA,HOSPITAL,"40 - 49",M,53
PI,SEPTICEMIA,OUTRO,"40 - 49",M,2
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
PI,SRAG,HOSPITAL,"40 - 49",M,3
PI,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
